Source,Type,Target,Weight
Filip,undirected,Peter,10
Hansen,undirected,Kristus,1
Ejnar Mikkelsen,undirected,Erik,1
Erik,undirected,Nelson Mandela,3
Erik,undirected,Søren Ulrik Thomsen,1
Moses,undirected,Tomas Espedal,1
Sønnen,undirected,Tomas Espedal,2
Jesus,undirected,Tomas Espedal,6
Luther,undirected,Zakæus,1
Abrahams,undirected,Luther,3
Ingrid,undirected,Jesus,14
Kristus,undirected,Sofie,3
Jesus,undirected,Stein Bagger,18
Knud,undirected,Stein Bagger,1
Klaus,undirected,Knud,1
Kierkegaard,undirected,Tove,1
Hans Anker Jørgensen,undirected,Tove,1
Aksel Sandemose,undirected,Godsforvalteren,1
Jesus,undirected,Julie,15
Matthæus,undirected,Peter Bastian,1
Peter Bastian,undirected,fru Hansen,2
Jesus,undirected,Marie,47
Douglas,undirected,Jesus,1
Douglas,undirected,Karl Marx,2
Douglas,undirected,Tom,1
Djævelen,undirected,Henrik,1
Henrik,undirected,Pastor Storm,1
Jesus,undirected,Kaj Munks,16
Johannes,undirected,Kaj Munk,6
Inger,undirected,Johannes,12
Inger,undirected,Kaj Munk,2
Abraham,undirected,Morten,1
Johannes,undirected,Kim,4
Kim,undirected,Moren,2
Christian,undirected,Nielsen,1
Thomas,undirected,Tomas Sjødin,1
Martha,undirected,Thomas,2
Martha,undirected,Tomas Sjødin,2
Marie,undirected,Martha,5
Lukas,undirected,Marie,3
Adam,undirected,Noa,4
Abel,undirected,Noa,4
Abraham,undirected,Noa,5
Moses,undirected,Samson,1
David,undirected,Samson,4
Alexander,undirected,Matthæus,1
Alexander,undirected,Jesus,9
Lazarus,undirected,Marta,6
Lazarus,undirected,Luther,6
Enken,undirected,Jens Rosendal,1
Gitte,undirected,Lazarus,2
Jesus,undirected,Willy,3
Jakob,undirected,Willy,1
Emma,undirected,Willy,2
Farisæerne,undirected,Martin Luther,1
Karl Barth,undirected,Svend Brinkmann,2
Kjeld Holm,undirected,Svend Brinkmann,1
Jens,undirected,Kjeld Holm,1
Jens,undirected,Svend Brinkmann,3
Jesus Kristus,undirected,Svend Brinkmann,2
Enken,undirected,Johannes,2
Gud Herren,undirected,Jesus,16
Jesus,undirected,Karen,9
Digteren Søren Ulrik Thomsen,undirected,Jesus,12
Tom,undirected,gartneren,2
Kristus,undirected,gartneren,6
Adam,undirected,Jørgensen,4
Anne Sofie Seidelin,undirected,fru Hansen,5
Hansen,undirected,fru Hansen,2
Anne Sofie Seidelin,undirected,Hansen,1
Anne Sofie Seidelin,undirected,Jesus,26
Herodes,undirected,Møller,1
Hanne,undirected,Ole,1
Grethe,undirected,Herren,1
Johannes,undirected,Selma Lagerlöf,2
Balthasar,undirected,Jesus,2
Kong Herodes,undirected,Vismændene,3
Løgstrup,undirected,Søren Kierkegaard,3
Bo,undirected,Kant,1
Bo,undirected,Hansen,2
Jakob,undirected,Kristus,16
Anna,undirected,Joakim,8
Joakim,undirected,Maria,12
Jakobs,undirected,Maria,13
Arne Haugen Sørensen,undirected,Maria,5
Kierkegaard,undirected,Maria,4
Digteren,undirected,Kierkegaard,5
Digteren,undirected,Jakob Knudsen,1
Jakob Knudsen,undirected,Maria,2
Arne Haugen,undirected,Maria,3
Dora,undirected,Marias,1
Dora,undirected,Lloyd,9
Lloyd,undirected,Maggie,5
Dora,undirected,Maggie,3
Alice,undirected,Dora,1
Alice,undirected,Maria,1
Luther,undirected,Maria,36
Elisabeth,undirected,Johannes Døberen,15
Maria,undirected,Morten,3
Michael,undirected,Morten,5
Luther,undirected,Morten,1
Joy,undirected,Morten,1
Joy,undirected,Maria,4
Herren,undirected,Karl Ove Knausgaard,1
Jomfru Maria,undirected,Peter Bastian,1
Anders,undirected,Peter Bastian,2
Anders,undirected,helle,3
Peter Bastian,undirected,helle,2
Maria,undirected,Peter Bastian,3
Gabriel,undirected,englen Gabriel,5
Henri Nouwen,undirected,Maria,2
Konfirmanderne,undirected,Paulus,2
Johannes,undirected,Konfirmanderne,2
Jensen,undirected,Tage,1
Erik,undirected,Sara,1
Piet Hein,undirected,Sara,1
Elin,undirected,Peter,1
Elin,undirected,Jesus,4
Michael,undirected,Rasmus,1
Hyrden,undirected,Selma Lagerlöf,3
Jesus,undirected,Michael Falch,23
Kristus,undirected,Michael Falch,2
Adam,undirected,Preben Kok,3
Eva,undirected,Jesus Kristus,15
Daniel,undirected,HC Andersen,1
Daniel,undirected,Jesus,24
Henrik,undirected,Jobs,1
Henrik,undirected,Matthæus,1
Matthæus,undirected,René Pamperin,1
Marie,undirected,René Pamperin,2
Gud,undirected,Peter Bastian,1
Moren,undirected,Peter,1
Konen,undirected,Søren Ulrik Thomsen,1
Jakob,undirected,Søren Ulrik Thomsen,1
Hans Anker Jørgensen,undirected,Jakob,5
Aksel Sandemose,undirected,Jesus,19
Josefine,undirected,Søren Kierkegaard,1
Josefine,undirected,Peter,1
Anna,undirected,Luther,3
Anna,undirected,Jomfru Maria,1
Daniel,undirected,Matthæus,1
Klaus,undirected,Matthæus,1
Frans,undirected,Stalin,1
Frans,undirected,Mahmoud,1
Mahmoud,undirected,Paven,1
Jesus,undirected,Paven,22
Brian,undirected,Jesus Kristus,4
Jean Valjean,undirected,Mohammed,2
Christian,undirected,Jean Valjean,1
Jakob,undirected,Judas,3
Josva,undirected,Michael,1
Storm P,undirected,Zakæus,1
Ham Jesus,undirected,Zakæus,3
Michael,undirected,Poul,2
Kristus,undirected,Saddam,1
Johannes,undirected,Søren Ulrik Thomsen,7
Moder Teresa,undirected,Teresa,6
Kain,undirected,Simon Peter,2
Antikrist,undirected,Kristus,3
Antikrist,undirected,Djævelen,3
Antikrist,undirected,Hitler,1
Osama Bin Laden,undirected,Stalin,1
Osama Bin Laden,undirected,Saddam,2
Antikrist,undirected,Saddam,1
Antikrist,undirected,Lars von Triers,2
Jesus,undirected,Talsmanden,27
Johannes,undirected,Talsmanden,2
Aristoteles,undirected,Jesus,7
Kongen,undirected,Matthæus,1
Jesus,undirected,Kongen,32
Abraham,undirected,Kain,3
Amos,undirected,Jesus Kristus,1
Simeon,undirected,Zakarias,6
Elisabeth,undirected,Simeon,2
Kim Larsen,undirected,Marias,1
Jesus Kristus,undirected,Lise,2
Albert Einstein,undirected,Karen,1
Lars Lilholt,undirected,Luther,1
Josva,undirected,Lukas,1
Dommeren,undirected,Kristus,1
Dommeren,undirected,Jesus,13
Bang,undirected,Eva,1
Bang,undirected,Esajas,3
Esajas,undirected,Noah,2
Abraham,undirected,Noah,4
David,undirected,Isak,1
David,undirected,Gud,2
Engel,undirected,Gud,1
Engel,undirected,Gabriel,1
Maria,undirected,Zakarias,30
Gabriel,undirected,Johannes Døberen,2
Albert Schweitzer,undirected,Jesus,20
Herodes,undirected,Jesus Kristus,12
Isis,undirected,helle,1
Bodil Jørgensen,undirected,Grundtvig,2
Bodil Jørgensen,undirected,Kierkegaard,1
Jobs,undirected,Martin Luther King,2
Martin Luther King,undirected,Zakarias,2
Englen,undirected,Johannes,2
Englen,undirected,Zakarias,11
Abraham,undirected,Zakarias,22
Isak,undirected,Maria,3
Anders Breivik,undirected,Obama,1
Herren,undirected,Obama,1
Georg Duckwitz,undirected,Mads,1
Marias,undirected,Marie Magdalene,1
Don Camillo,undirected,Jesus,23
Maria Magdalenes,undirected,Simon,1
Jesus Kristus,undirected,Simon,4
Jesus Kristus,undirected,Marias,7
Don Camillo,undirected,Marias,1
Hans Anker Jørgensen,undirected,Kristus,28
Ham Jesus,undirected,Josefs,5
Ham Jesus,undirected,Hans Anker Jørgensen,77
Abraham,undirected,Salomo,1
Lewis,undirected,Paulus,8
Eva,undirected,Lewis,1
Ham Jesus,undirected,Tim,2
Adam,undirected,Hans Anker Jørgensen,8
Faderen,undirected,Hans Anker Jørgensen,7
Kristus,undirected,Tim,2
Kain,undirected,Peter,27
Lukas,undirected,Peters,3
Ham Jesus,undirected,Peter,29
Eva,undirected,Hans Anker Jørgensen,3
Eva,undirected,Tim,1
Jakob,undirected,Tim,1
Gud,undirected,Kain,17
David,undirected,Kain,1
Hans Anker Jørgensen,undirected,Kain,1
Johannes,undirected,Kain,4
Jakob,undirected,Jesus Kristus,12
Konfirmanderne,undirected,Lotte Tarp,1
Amalie,undirected,Jesus,3
Amalie,undirected,Johannes Døberen,1
Antikrist,undirected,Johannes,4
Ham Jesus,undirected,Johannes,47
Jesus,undirected,drot,10
Iver,undirected,Tage,1
Jesus,undirected,Marcus,7
Emma,undirected,Simon,1
Daniel,undirected,Zeus,2
Daniel,undirected,Judas,2
Faderen,undirected,Ham Jesus,5
Ben Hur,undirected,Kristus,4
Ham Jesus,undirected,Satan,3
Ham Jesus,undirected,Tomas Sjødin,2
Filip,undirected,Tomas Sjødin,2
Filip,undirected,Ham Jesus,1
Hans Anker Jørgensen,undirected,Zakarias,8
Kristus,undirected,Zakarias,9
Clinton,undirected,Hitler,1
Hitler,undirected,Matthæus,1
Herodes,undirected,Matthæus,31
Herodes,undirected,Kristus,13
Herodes,undirected,Hitler,5
Johannes,undirected,Marias,11
Elias,undirected,Esajas,9
Jesus,undirected,Liam,10
Hans Anker Jørgensen,undirected,Paulus,24
Dæmoner,undirected,Paulus,2
Dæmoner,undirected,Kristus,1
Paulus,undirected,Tim,8
Ham Jesus,undirected,Siger Jesus,2
Dostojevskij,undirected,H.C . Andersens,2
Dostojevskij,undirected,HC Andersen,2
Dostojevskij,undirected,Karl Marx,3
Karl Marx,undirected,Lukas,1
Hans Anker Jørgensen,undirected,Herren,12
Farao,undirected,Judas,1
Ham Jesus,undirected,Simon,4
Hans Anker Jørgensen,undirected,Jonas,4
Ham Jesus,undirected,Jonas,3
Ejnar Mikkelsen,undirected,Niels Hausgaard,1
Augustus,undirected,Kong Herodes,6
Herodes,undirected,Jakob,7
Bang,undirected,Ham Jesus,2
Bonhoeffer,undirected,Ham Jesus,2
Fanden,undirected,Ham Jesus,1
Hans Anker Jørgensen,undirected,Maria,25
Hans Anker Jørgensen,undirected,Josef,4
Herodes,undirected,Lukas,7
Augustus,undirected,Herodes,11
Kaj Munk,undirected,Kristus,7
Døberen,undirected,Johannes,53
Nathanael,undirected,Peter,9
Johannes,undirected,Nathanael,9
Ham Jesus,undirected,Mattæus,5
Hans Anker Jørgensen,undirected,Kongen,2
Hans Anker Jørgensen,undirected,helle,1
Paulus,undirected,helle,3
Djævelen,undirected,Ham Jesus,6
Djævelen,undirected,Hans Anker Jørgensen,5
Engel,undirected,Hans Anker Jørgensen,2
Engel,undirected,Ham Jesus,1
Paulus,undirected,Timotheus,46
Herren Jesus,undirected,Kristus,3
Clara,undirected,Victor,1
Møller,undirected,Peter,4
Jens,undirected,Møller,1
Jens,undirected,Peter,6
Arne Haugen,undirected,Johannes Johansen,1
Arne Haugen,undirected,Johansen,1
Jesus,undirected,Johansen,7
Esajas,undirected,Johansen,1
Johansen,undirected,Møllehave,8
Johannes Johansen,undirected,Møllehave,2
Johannes Johansen,undirected,Johannes Møllehave,1
Johannes Møllehave,undirected,Johansen,2
Johannes Johansen,undirected,Johansen,1
Johansen,undirected,Selma Lagerlöfs,1
Josef,undirected,Selma Lagerlöf,2
Hyrden,undirected,Josef,2
Josef,undirected,Selma Lagerlöfs,2
Grundtvig,undirected,Selma Lagerlöf,1
Jesus,undirected,Johannes Møllehave,39
Faderen,undirected,Maria,4
Maria,undirected,Mattæus,10
Ham Jesus,undirected,Thomas,2
Ham Jesus,undirected,Kaj Munk,1
Dommeren,undirected,Johannes,1
Dommeren,undirected,Ham Jesus,1
Ham Jesus,undirected,Lukas,4
David,undirected,Lukas,10
Jakob,undirected,Melchior,1
Ham Jesus,undirected,Kongen,2
Ham Jesus,undirected,Vismændene,2
Anna,undirected,Messias,1
Ida,undirected,Jesus,13
Ham Jesus,undirected,Ida,1
Hans Anker Jørgensen,undirected,Herodes,2
Ham Jesus,undirected,Mika,1
Augustin,undirected,Mika,1
Augustin,undirected,Bo,1
Moses,undirected,Siger Jesus,3
Herodes,undirected,Profeten,1
Mattæus,undirected,Profeten,2
Herodes,undirected,Mattæus,14
Bonhoeffer,undirected,Hans Anker Jørgensen,2
Augustus,undirected,Hans Anker Jørgensen,1
Andersen,undirected,Erik,1
Andersen,undirected,Ham Jesus,2
Ham Jesus,undirected,Tage,1
Hans Anker Jørgensen,undirected,Tage,3
Maria,undirected,Peter den,6
Josef,undirected,Peter den,1
Davids,undirected,Josef,20
Esajas,undirected,Josef,4
Immanuel,undirected,Josef,3
Hans Anker Jørgensen,undirected,Immanuel,1
Hans Anker Jørgensen,undirected,Simeon,2
Anna,undirected,Ham Jesus,2
Forrest,undirected,Maria,1
Elisabeth,undirected,Herren,3
Herren,undirected,Marias,4
Elisabeth,undirected,Elisabeths,14
Ham Jesus,undirected,Jakob Knudsen,1
Ham Jesus,undirected,Martin A . Hansen,3
George,undirected,Lukas,1
George,undirected,Moses,1
Elias,undirected,Lukas,1
Hans Anker Jørgensen,undirected,Lukas,5
Jesus,undirected,Marta,39
Ham Jesus,undirected,Markus,3
Ham Jesus,undirected,Messias,1
Bo,undirected,Kristus,1
Hans Anker Jørgensen,undirected,Markus,3
Halfdan Rasmussen,undirected,Hans Anker Jørgensen,1
Hans Anker Jørgensen,undirected,Mattæus,2
Jakob,undirected,Peter Plys,29
Jesus,undirected,Peter Plys,21
Jakob,undirected,Peter Jesus,3
Ham Jesus,undirected,Peters,3
Ham Jesus,undirected,Judas,2
Hans Anker Jørgensen,undirected,Siger Jesus,1
Jesu,undirected,Siger Jesus,1
Samuel,undirected,Satan,1
Rune,undirected,Samuel,1
Lazarus,undirected,Rune,1
Hans Anker Jørgensen,undirected,Jesu,8
Jesus,undirected,Thomas Kingo,8
Abraham,undirected,Hans Anker Jørgensen,5
Abraham,undirected,Ham Jesus,5
CS Lewis,undirected,Ham Jesus,1
Ham Jesus,undirected,Immanuel,2
Hans Anker Jørgensen,undirected,Sønnen,2
Ham Jesus,undirected,Sønnen,2
Ham Jesus,undirected,Jakob,1
Eva,undirected,Ham Jesus,2
Hans Anker Jørgensen,undirected,Johannes Døberen,4
Ham Jesus,undirected,Johannes Døberen,7
Hans Anker Jørgensen,undirected,John,1
Antikrist,undirected,Ham Jesus,1
Bonhoeffer,undirected,Jesus Kristus,1
Abrahams,undirected,Kristus,8
Ham Jesus,undirected,Joy,1
Johannes Døberen,undirected,Zakarias,25
Ham Jesus,undirected,Kingo,1
Grundtvig,undirected,Kingo,19
Grundtvig,undirected,Hans Anker Jørgensen,7
Abrahams,undirected,Ham Jesus,3
Hansen,undirected,Peter,9
Hansen,undirected,Siger Jesus,2
Peter,undirected,Siger Jesus,4
Faderen,undirected,Gud,7
Emma,undirected,Kristus,1
Ezekiel,undirected,Jesus,34
Luther,undirected,Tolderne,2
Anders Behring Breivik,undirected,Luther,1
Anders Behring Breivik,undirected,Kristus,1
Gunnar,undirected,Jesus,11
Lucia,undirected,Lucias,23
Jesus,undirected,Lucia,46
Putin,undirected,Vladimir,2
Bjarne,undirected,Johannes,2
Bjarne,undirected,Lukas,1
Maria,undirected,Vladimir,1
Johannes,undirected,Margrethe,1
Djævelen,undirected,Martin Luther,7
Grundtvig,undirected,Kong Herodes,4
Desmond Tutu,undirected,Grundtvig,2
Grundtvig,undirected,Jesus Krist,12
Jacob,undirected,Kongen,1
Johannes,undirected,Kongen,1
Bo,undirected,stig,2
Anna,undirected,Helligånden,1
Helligånden,undirected,Simeon,3
Siger Jesus,undirected,Simeon,1
Anna,undirected,Judas,2
Elisabeth,undirected,Johannes Døbers,3
Lukas,undirected,Sara,1
Kristus,undirected,Simon Peter,4
Davids,undirected,Joakim,1
Davids,undirected,Jakobs,1
Jakobs,undirected,Joakim,1
Joakim,undirected,Josef,1
Maria,undirected,Thomas Kingo,1
Kingo,undirected,Paulus,3
Kingo,undirected,Maria,13
Hyrden,undirected,Jesus,45
Kristus,undirected,Salome,1
Charlotte Rørth,undirected,Ida,1
Jesus,undirected,Natan,4
Kong David,undirected,Natan,7
Ezekiel,undirected,Markus,1
Nelson Mandela,undirected,Siger Jesus,1
Nelson Mandela,undirected,Zakarias,4
Svend Brinkmann,undirected,Zakarias,2
Mandela,undirected,Zakarias,5
Jesus Kristus,undirected,Zakarias,7
Johannes,undirected,Rabbi,11
Johannes Døber,undirected,Rabbi,1
Sand,undirected,Tim,1
Disciplen Peter,undirected,Johannes,2
Andrea,undirected,Michael,1
KRISTINA,undirected,Mads,2
Jens Rosendal,undirected,Ole,1
Knud,undirected,Ole,1
Ham Jesus,undirected,Ve,1
Gud,undirected,Henrik,1
Esajas,undirected,Henrik,1
Brorson,undirected,Johannes,9
Cæsar,undirected,Herodes,4
Herodes,undirected,Marianne,2
Holger Lissner,undirected,Jesus,20
Holger Lissner,undirected,Knud,1
Charlotte Rørth,undirected,Knud,8
Herodes,undirected,Marias,3
Aron,undirected,Jesus,3
David,undirected,Johannes,13
Eva,undirected,Henrik,3
Henrik,undirected,Kristus,3
Mandela,undirected,Matthæus,2
Matthæus,undirected,Steen Skovsgaard,1
Jesus,undirected,Steen Skovsgaard,11
Emil,undirected,Sand,1
Nelson Mandela,undirected,Sand,1
Hansen,undirected,Svend Brinkmann,1
Jan Lindhardt,undirected,Winston Churchill,1
Adam,undirected,Jan Lindhardt,1
Eva,undirected,Joakim,1
Jan Lindhardt,undirected,Prædikeren,1
Jesus,undirected,Prædikeren,7
Mark Twain,undirected,Peter,4
Johannes Døber,undirected,Kong Herodes,1
Jesus,undirected,Larsen,25
Esajas,undirected,Sand,2
Luther,undirected,Sand,5
Salomo,undirected,Sand,2
Grundtvig,undirected,Ham Jesus,3
Hannah,undirected,Jesus,9
Hannah,undirected,Jakob,1
Hannah,undirected,Johannes,1
Hannah,undirected,Samuel,4
Jakob,undirected,Samuel,1
Paulus,undirected,Rebekka,1
Holger Lissner,undirected,Paulus,1
Holger Lissner,undirected,Maria Magdalene,1
Maria,undirected,helle,5
Marta,undirected,Martha,5
Margrethe,undirected,Svend Brinkmann,1
Adam,undirected,Svend Brinkmann,2
Lazarus,undirected,Margrethe,1
Kristus,undirected,Lisa,1
Lisa,undirected,Siger Jesus,1
Abraham,undirected,Ismael,7
Isak,undirected,Ismael,5
Abrahams,undirected,Isak,22
Abrahams,undirected,Jakob,10
Moses,undirected,Paulus,40
Abrahams,undirected,Paulus,32
Paulus,undirected,Søren Kierkegaards,3
Guds,undirected,Luther,2
Guds,undirected,Maria,2
Arne Haugen Sørensen,undirected,Paulus,1
Jesus Kristus,undirected,Steen Skovsgaard,3
Jesper,undirected,Lucia,1
Johanne,undirected,Johannes,5
Mark Twain,undirected,Markus,2
Markus,undirected,Per Ramsdal,1
Desmond Tutu,undirected,Mother Theresa,1
Lazarus,undirected,Marias,6
Disciplen Peter,undirected,Maria,1
Harry Potter,undirected,Lazarus,1
Jesus,undirected,Nora,9
Nora,undirected,Peters,1
Brorsons,undirected,Jesus,33
Brorsons,undirected,Storm P,1
Osama Bin Laden,undirected,Tony,1
Esajas,undirected,Moses,17
Matthæus,undirected,Nelson Mandela,1
Paulus,undirected,Zakarias,19
Johannes,undirected,englen Gabriel,3
Jonas,undirected,Paulus,4
Kingo,undirected,Thomas Kingo,6
Johannes,undirected,Kingo,3
Djævelen,undirected,Moses,6
Djævelen,undirected,Kingo,1
Karl Ove,undirected,Kristus,2
Jesus,undirected,Viktor,10
Victor,undirected,Viktor,1
Johannes,undirected,Noa,4
Eva,undirected,Faderen,1
Maria,undirected,Sarah,2
Judas,undirected,Marias,5
Jean Valjean,undirected,Valjean,3
Peter,undirected,Valjean,3
Brorson,undirected,Storm P,1
Jesus Kristus,undirected,Linda,1
Linda,undirected,Paulus,2
Jeremias,undirected,Peter,19
Jacob,undirected,Jacobs,16
Jacob,undirected,Martin A . Hansen,2
Jacob,undirected,Menneskesønnen,2
Døberen,undirected,Johannes Døberen,14
Døberen,undirected,Ham Jesus,2
Ernst,undirected,Eva,1
Ernst,undirected,Johannes Døberen,1
Julie,undirected,William,1
Desmond Tutu,undirected,Lisbeth Zornig Andersen,1
Jacob,undirected,Teresa,1
Maria,undirected,Tage,3
Martha,undirected,Tage,1
Nathanael,undirected,Simon,5
Kongen,undirected,Peter,2
James Bond,undirected,Jesus,13
Jakobs,undirected,Paulus,4
Paulus,undirected,Simon,10
Elias,undirected,Profeten,4
Esajas,undirected,Profeten,4
Immanuel,undirected,Jesus Kristus,1
Daniels,undirected,Menneskesønnen,2
Daniels,undirected,Johannes,1
Jesus,undirected,Mette,16
Gabriel,undirected,Messias,1
Gabriel,undirected,Vincent Van Gogh,1
Philip Yancey,undirected,Vincent Van Gogh,1
Georg Duckwitz,undirected,Philip Yancey,1
Esajas,undirected,Georg Duckwitz,1
Hannah Arendt,undirected,Jesus,7
Abraham,undirected,Mette,1
Martha,undirected,Moses,1
Herren,undirected,Martha,5
Hansen,undirected,Kim Larsen,1
Kristus,undirected,Messias,6
Amos,undirected,Jakob,1
Amos,undirected,Davids,1
Abraham,undirected,Davids,4
Davids,undirected,Jeremias,2
Jeremias,undirected,Moses,8
Jesus,undirected,Sara,14
Henrik,undirected,Kirsten,1
Jakob,undirected,Kirsten,1
Herren,undirected,Jakob,4
Messias,undirected,Zakarias,5
Jesus,undirected,Mia,5
Disciplen Peter,undirected,Joel,1
Joel,undirected,Peter,1
Benjamin,undirected,Jesus,10
Benjamin,undirected,Moses,1
Benjamin,undirected,Jakobs,2
Adam,undirected,David,5
Markus,undirected,Moses,2
Jakob,undirected,Simon,11
Abel,undirected,Oskar,1
Kain,undirected,Oskar,1
Johanne,undirected,Moses,1
Herren,undirected,Jesu,3
Jesu,undirected,Moses,5
Jesus,undirected,Plys,8
Luther,undirected,Plys,1
Moses,undirected,Preben Kok,1
Paulus,undirected,Preben Kok,2
Johannes,undirected,Preben Kok,2
Peter,undirected,Sand,2
Henrik,undirected,Immanuel,1
Henrik,undirected,Margrethe,1
Henrik,undirected,Jakob,1
Farisæeren,undirected,Tony,1
Gud,undirected,Paulus,27
Paulus,undirected,Salome,1
Jesu,undirected,Salome,2
Abrahams,undirected,Lars von Triers,1
Henrik,undirected,Møllehave,1
Bruce,undirected,Henrik,1
Charlotte Rørth,undirected,Johannes Døberen,1
Andreas,undirected,Messias,2
Charlotte Rørth,undirected,Nathanael,1
Moses,undirected,Nathanael,6
Josefs,undirected,Nathanael,4
Mika,undirected,Nathanael,1
Judas,undirected,Mika,1
Herren,undirected,Judas,5
Nathanael,undirected,Rabbi,3
Bang,undirected,Henrik,1
Bang,undirected,Paulus,5
Jesus,undirected,Kejseren,29
Johannes Johansen,undirected,Lotte Tarp,1
Benny Andersen,undirected,Johannes Johansen,1
Johannes,undirected,Profeten Esajas,5
Andersen,undirected,Kaj Munk,5
Andersen,undirected,Grundtvig,1
Kierkegaard,undirected,Niels Bohr,1
Jesus,undirected,Niels Bohr,7
Gud,undirected,Luther,6
Grundtvig,undirected,Herodes,8
Grundtvig,undirected,Mika,3
August,undirected,Mika,1
August,undirected,Josef,1
Mette,undirected,Søren,3
Esajas,undirected,Immanuel,13
Klaus,undirected,Luther,1
Abraham,undirected,Luther,5
David,undirected,Jakobs,3
Kristus,undirected,Odin,3
Odin,undirected,Thor,16
Paulus,undirected,Thor,4
Nuser,undirected,Trine,6
Kong David,undirected,Trine,2
Kong David,undirected,Lukas,2
Elof Westergaard,undirected,Johannes,6
Elof Westergaard,undirected,Satan,1
Fanden,undirected,Satan,3
Elof Westergaard,undirected,Fanden,1
Desmond Tutu,undirected,Hitler,3
Benny Andersen,undirected,Hans Anker Jørgensen,1
Lucia,undirected,Ole,1
Ole,undirected,Trine,4
Halfdan Rasmussens,undirected,Maria,4
Herren,undirected,Immanuel,5
Bob Dylan,undirected,Judas,1
Jan Lindhardt,undirected,Kristus,1
Peter den,undirected,Søren Ulrik Thomsen,1
Jesus,undirected,René Pamperin,8
Jesus,undirected,Jonathan,11
Karl Ove,undirected,Moses,1
Claus,undirected,Joakim,1
Claus,undirected,Judas,2
Peter,undirected,Pilatus,5
Johannes,undirected,Stein Bagger,2
Farao,undirected,Ham Jesus,1
Ham Jesus,undirected,Peter den,1
Augustus,undirected,Peter den,1
Augustus,undirected,Hitler,1
Mao,undirected,Stalin,8
Jesus,undirected,Mao,36
Brorson,undirected,Paulus,12
Kierkegaard,undirected,Paulus,7
Brorsons,undirected,Paulus,3
Brorson,undirected,Søren Kierkegaard,5
Kierkegaard,undirected,Per Ramsdal,2
Grosbøll,undirected,Per Ramsdal,2
Grosbøll,undirected,Jesus,10
Brorson,undirected,Kierkegaard,1
Martin Luther King,undirected,Matthæus,1
Hitlers,undirected,Martin Luther King,1
Hitlers,undirected,Martin Luther,1
Martin Luther King,undirected,Paulus,1
Jesus,undirected,Mozart,8
Jakob,undirected,Salomon,1
Jonas,undirected,Satan,1
Jonas,undirected,Salomon,2
Laurentius,undirected,Menneskesønnen,1
Aastrup,undirected,Jesus,29
Breivik,undirected,Martha,1
Holger,undirected,Tove,1
Ellen,undirected,Tove,1
Ellen,undirected,Jens,1
Elisabeth,undirected,Esajas,1
Johannes Døber,undirected,Johannes Døberen,6
Paulus,undirected,Thomas Kingo,2
Abel,undirected,Johannes,2
Augustus,undirected,Ludvig,1
Hvide Krist,undirected,Jesus,1
Hvide Krist,undirected,Kristus,1
Simon Kvamm,undirected,Tomas Sjødin,1
Martin A . Hansen,undirected,Simon Kvamm,1
Martin A . Hansen,undirected,Tomas Sjødin,1
Herren,undirected,Tomas Sjødin,1
Lazarus,undirected,Lukas,23
Alice,undirected,Jesus,9
Desmond,undirected,Ham Jesus,1
Desmond,undirected,Marius Fiil,1
Kristus,undirected,Marius Fiil,1
Paulus,undirected,Peters,7
Dan,undirected,Hans Anker Jørgensen,1
Dan,undirected,Ham Jesus,1
Ham Jesus,undirected,Peter Jesus,1
Bill Hybels,undirected,Ham Jesus,1
Bill Hybels,undirected,Peter,1
Frans af Assisi,undirected,Moder Teresa,2
Guido,undirected,Jesus,10
Kristus,undirected,Tage,8
Arne Haugen Sørensen,undirected,Johannes,2
Arne Haugen Sørensen,undirected,Haugen Sørensen,5
Haugen Sørensen,undirected,Johannes,5
Kristus,undirected,Nicodemus,2
Grundtvig,undirected,Nicodemus,1
Ham Jesus,undirected,Menneskesønnen,3
Johannes,undirected,Messias,31
Bach,undirected,Johannes,3
Bach,undirected,Jesus,10
Jesus,undirected,Scott,5
Arthur,undirected,Harry Potter,1
Arne Haugen,undirected,Montgomery,1
Arne Haugen,undirected,David,1
David,undirected,Hitler,2
Per,undirected,Storm P,1
Luther,undirected,Per,1
Søren,undirected,Søren Kierkegaards,2
Faderen,undirected,Søren,1
Lars,undirected,Laurentius,2
Kristus,undirected,Laurentius,1
Jesus,undirected,Mack,11
Johannes,undirected,Mack,2
Josefine,undirected,Noah,1
Aksel Sandemose,undirected,Luther,1
Luther,undirected,Søren Ulrik Thomsen,1
Harald Blåtand,undirected,Poppo,7
Benny Andersen,undirected,Joe,3
Judas,undirected,Siger Jesus,1
Luther,undirected,Melchior,1
Balthazar,undirected,Kasper,3
Grundtvigs,undirected,Luther,1
Grundtvigs,undirected,Melchior,1
Grundtvig,undirected,Harry Potter,1
Herren Jesus,undirected,Tomas Sjødin,1
Herren Jesus,undirected,Jesus,12
Christian,undirected,Zakarias,1
Christian,undirected,Efraim,1
Cæsar,undirected,Efraim,1
Cæsar,undirected,Hitler,1
Hitler,undirected,Kim,1
Kim,undirected,Martin A . Hansen,1
Jens,undirected,Lars von Triers,1
Jens,undirected,fru Hansen,1
Ole,undirected,fru Hansen,1
Kristus,undirected,Ole,2
Jesus,undirected,Vinci,14
Jesus,undirected,Yahya Hassan,7
Josefs,undirected,Yahya Hassan,1
Bertil,undirected,Johannes,1
Bertil,undirected,Uffe,10
