Source,Type,Target,Weight
Adams,undirected,Poul,4
Allah,undirected,Gud,1
Allah,undirected,Hans Anker Jørgensen,1
Dronning Margrethe,undirected,Putin,2
Herren,undirected,Putin,1
Herren,undirected,Montgomery,1
Jesus,undirected,Montgomery,3
Dan,undirected,Vinci,2
Kirkegaard,undirected,Søren Kierkegaard,3
Kirkegaard,undirected,Luther,1
Breivik,undirected,Kirkegaard,1
Anders Stjernholm,undirected,Ham Jesus,1
Fanden,undirected,Maria,1
Jesus Kristus,undirected,Profeten,1
Esajas,undirected,Job,1
Esajas,undirected,Pauli,2
Jesus Kristus,undirected,Pauli,1
Anders Breivik,undirected,Kingo,1
Bruce,undirected,Hans Anker Jørgensen,1
Bruce,undirected,Ham Jesus,1
Anders And,undirected,Djævelen,5
Anders,undirected,Djævelen,1
Djævelen,undirected,Thomas,1
Thomas,undirected,Yahya Hassan,3
Davids,undirected,Lazarus,1
Davids,undirected,Martha,1
Davids,undirected,Menneskesøn,1
Assad,undirected,Gud,1
Assad,undirected,Jakob Knudsens,1
Gud Herren,undirected,Johannes,1
Hansen,undirected,Sofus,1
Hansen,undirected,Jesus Kristus,1
Ludvig,undirected,Niels,1
Jesus Kristus,undirected,Niels,1
Matthæus,undirected,Ole,1
Julemanden,undirected,Julie,4
Julemanden,undirected,Nelson Mandela,1
Gud Herren,undirected,Herren,1
Gud Herren,undirected,Pilatus,1
Adam,undirected,Pilatus,2
Peters,undirected,Pilatus,1
Judas,undirected,Peters,4
Brorson,undirected,Hans Anker Jørgensen,2
Kingo,undirected,Peter,7
Peter,undirected,Sønnen,1
Halfdan Rasmussen,undirected,Ham Jesus,1
Barnet,undirected,Halfdan Rasmussen,1
Barnet,undirected,Sand,2
Davids,undirected,Kejseren,1
David,undirected,Kejseren,1
Brorson,undirected,Englene,1
David,undirected,Siger Jesus,2
Guds,undirected,Simeon,2
Marias,undirected,Stefanus,1
Englene,undirected,Jeremias,1
Englene,undirected,Stefanus,1
Christian,undirected,Josef,1
Augustus,undirected,Stefanus,1
Hans Anker Jørgensen,undirected,Johansen,1
Donald Trump,undirected,Jeremias,1
Donald Trump,undirected,Mattæus,1
Peter,undirected,Poul,3
Palle,undirected,Poul,1
Palle,undirected,Sofus,1
Sofie,undirected,Sofus,1
Marie,undirected,Michael,1
Niels Hausgaard,undirected,Peters,1
Jakob,undirected,Jeremias,1
Josef,undirected,Lea,5
Benjamin,undirected,Dronningen,1
Dronningen,undirected,Herodes,1
Gud,undirected,Herodes,1
Gud Herren,undirected,Maria,1
Abraham,undirected,Gud Herren,1
Levi,undirected,Moses,5
Luther,undirected,Noah,1
Josefs,undirected,Luther,1
Hans Anker Jørgensen,undirected,Matthæus,1
Menneskesønnen,undirected,Nikodemus,1
Hans Anker Jørgensen,undirected,Harry Potter,1
Jepsen,undirected,Knud,1
Knud,undirected,Morten,1
Jens,undirected,Morten,2
Jepsen,undirected,Morten,2
Augustus,undirected,Jesus Kristus,1
David,undirected,Gabriel,1
Andreas,undirected,Grundtvig,1
Andreas,undirected,Joakim,1
Grundtvig,undirected,Joakim,1
Astrid,undirected,Zakarias,1
Astrid,undirected,Jesus Kristus,1
Dan,undirected,Judas,1
Mattæus,undirected,Vinci,1
Lukas,undirected,Thomas,1
Bastian,undirected,Storm,1
Storm,undirected,Zakæus,1
Jesus Kristus,undirected,Pontius Pilatus,2
Eva,undirected,Mariæ,1
Johannes Johansen,undirected,Johannes Johansens,3
Johannes Johansen,undirected,Paulus,3
Darwin,undirected,Jesus Kristus,1
Anton,undirected,Jesus Kristus,1
Anton,undirected,Villy Sørensen,1
Filip,undirected,Matthæus,1
Simon,undirected,Thomas,1
Filip,undirected,Lazarus,1
Kain,undirected,Kevin,2
Jesus Kristus,undirected,Sara,2
Esajas,undirected,Sara,1
Grundtvig,undirected,Profeten Esajas,1
Andreas,undirected,Lea,1
Jesus Kristus,undirected,Lea,1
Bruce,undirected,Clint Eastwood,1
David,undirected,Judas,1
Johannes,undirected,Vera,1
Andersen,undirected,Simeon,1
Grundtvig,undirected,Tom,1
Grundtvig,undirected,Storm P,1
Bang,undirected,Margrethe,1
Brorsons,undirected,Stefanus,1
David,undirected,Esau,2
David,undirected,Ole,1
Emil,undirected,Kain,1
Emil,undirected,Paulus,2
Jesus Kristus,undirected,Peter den,2
Lukas,undirected,Simon Kvamm,1
Jesus Kristus,undirected,Simon Kvamm,1
Nelson Mandela,undirected,Villy Sørensen,1
Judas,undirected,Zakarias,1
Johannes Døberen,undirected,Marias,1
H.C . Andersen,undirected,Peter,1
. Andersens,undirected,Søren Kierkegaards,1
Blicher,undirected,Thorvaldsen,1
Grundtvig,undirected,Thorvaldsen,1
Johannes,undirected,Robin Hood,2
Jesus Kristus,undirected,Robin Hood,2
Daniel,undirected,Tove,1
Brorson,undirected,Mattæus,1
Ida,undirected,Jesus Kristus,1
Jens,undirected,Nelson Mandela,2
Iselin,undirected,Malthe,4
Grundtvig,undirected,Iselin,1
Jesus Kristus,undirected,Malthe,1
Harry,undirected,Josef,1
Malthe,undirected,Moses,1
Ernst,undirected,Jens,1
Ernst,undirected,Søren,1
Josef,undirected,Zeus,1
Johannes Døberens,undirected,Moses,2
Andreas,undirected,Levi,1
Ane Marie,undirected,Judas,1
Josefs,undirected,Laban,1
Albert Einstein,undirected,Herren,3
Albert Einstein,undirected,Sofie,1
Eva,undirected,Sara,1
James Bond,undirected,Noa,1
Bruce,undirected,James Bond,1
Bruce,undirected,Noa,1
Harald,undirected,Noa,1
Harald,undirected,Pontius Pilatus,1
Mark Twain,undirected,Tim,1
Albert Einstein,undirected,Jesus Kristus,1
Jesus Kristus,undirected,Messi,1
Hans Anker Jørgensen,undirected,Ludvig,1
Benjamin,undirected,Hans Anker Jørgensen,1
Benjamin,undirected,Sebastian,1
Jesus Kristus,undirected,Sebastian,1
Jesus Kristus,undirected,Lars Løkke,1
Andreas Mogensen,undirected,Jesus Kristus,1
Herren,undirected,Markus,3
Ida,undirected,Julie,1
Cecilie,undirected,Julie,2
Herren,undirected,Julie,1
Adam,undirected,Simon af Kyrene,2
Elisabeth,undirected,Isak,1
Agnes,undirected,Janus,1
Ida Jessen,undirected,Lukas,1
Ida Jessens,undirected,Lukas,1
Bill Hybels,undirected,Clinton,3
Bill Hybels,undirected,Steffen Brandt,1
Clinton,undirected,Steffen Brandt,3
Adam,undirected,Steen,1
Jesus Kristus,undirected,Steen,1
Martha,undirected,Steen,1
Cæsar,undirected,Janus,1
Karen,undirected,Sonja,1
Donald Trump,undirected,Lars Løkke,2
Anne Sofie Seidelin,undirected,Digteren,1
Kain,undirected,Martin Luther,1
Brorson,undirected,Maria Magdalene,1
Elin,undirected,Niels,1
John,undirected,Luther,4
Abels,undirected,Larsen,1
Abels,undirected,Johannes Døberen,1
Elias,undirected,Gabriel,1
George,undirected,Johannes,1
Johannes,undirected,Løgstrup,4
Johannes Døberen,undirected,Niels,2
Barth,undirected,Moses,1
Christian,undirected,Niels Hausgaard,1
Astrid Lindgrens,undirected,Levi,1
Emil,undirected,Levi,2
Jakob Knudsen,undirected,Peter,1
Djævelen,undirected,HC Andersen,5
Djævelen,undirected,Kaj,2
Elias,undirected,Jensen,1
Messias,undirected,Ruth,1
Englene,undirected,Guds,1
Dietrich Bonhoeffer,undirected,Guds,1
Karen Blixen,undirected,Kingo,1
Davids,undirected,Saul,1
Hitler,undirected,Obama,1
Obama,undirected,Pave Frans,1
Esajas,undirected,Pave Frans,1
Mandela,undirected,Peter,1
Mark Twain,undirected,Noa,1
Akaz,undirected,Maria,10
Adam,undirected,Larsen,1
Eva,undirected,Kirkefaderen Augustin,1
Kirkefaderen Augustin,undirected,Lewis,1
Grundtvig,undirected,Lewis,3
Grundtvig,undirected,Mathias,1
Helligånden,undirected,Paulus,2
Moder Teresa,undirected,Paulus,1
Martin Luther,undirected,Moder Teresa,1
Kejser Augustus,undirected,Martha,1
Kierkegaard,undirected,Moses,1
Anders,undirected,Johannes Døber,1
Alexander,undirected,Kain,1
Jean Valjean,undirected,Paulus,1
Frederik,undirected,Jean Valjean,1
Jean Valjean,undirected,Karl,3
Jean Valjean,undirected,Karl Ove,1
Karl,undirected,Karl Ove,2
Johan,undirected,Karl,1
Jean Valjean,undirected,Johan,1
Karl Ove,undirected,Margrethe,1
Frederik,undirected,Margrethe,2
CS Lewis,undirected,Maggie,1
Lewis,undirected,Maggie,1
Maggie,undirected,Moses,1
Joakim,undirected,Peter Brandes,1
Joakim,undirected,Niels,2
David,undirected,James Bond,1
James Bond,undirected,Thomas,1
Cecilie,undirected,Thomas,1
Nietzsche,undirected,Paulus,1
Jeremias,undirected,Kain,1
Allah,undirected,Eva,1
Allah,undirected,Odin,2
Jesu,undirected,Odin,1
Allah,undirected,Jesu,2
Allah,undirected,Nietzsche,1
Fanden,undirected,Paulus,1
Peter,undirected,Silas,2
Astrid Lindgren,undirected,Sigurd,1
Olsen,undirected,Sigurd,3
Bo,undirected,Olsen,2
Astrid Lindgren,undirected,Bo,2
Astrid Lindgren,undirected,Olsen,1
Astrid Lindgren,undirected,Kongen,1
John,undirected,Todd,1
John,undirected,Peters,1
Lars Løkke,undirected,helle,5
Barack Obama,undirected,Kim Jong,1
Kim Jong,undirected,Paulus,1
Peter den,undirected,Signe,1
Aslan,undirected,Peter,2
Jesus,undirected,Lucy,4
George,undirected,Hans Anker Jørgensen,1
Lars Løkke,undirected,Olsen,1
Ludvig,undirected,helle,1
Julemanden,undirected,Marias,1
Marias,undirected,Niels,1
Augustin,undirected,Niels,1
Kristus,undirected,Luke,1
Herren,undirected,Luke,1
Djævelen,undirected,John,1
Hitler,undirected,John,1
Hitler,undirected,Luke,1
Johannes Johansen,undirected,Martin Luther King,1
Johannes,undirected,Paven,1
Frans,undirected,Johannes,1
Albert Einstein,undirected,Frans af Assisi,1
Albert Einstein,undirected,George,1
Faderen,undirected,Kirkefaderen Augustin,2
Kirkefaderen Augustin,undirected,Sønnen,1
Henri Nouwen,undirected,Henrik,1
Henrik,undirected,Ludvig,1
Jeremias,undirected,Ludvig,1
Edmund,undirected,Satan,1
Alexander,undirected,Paulus,2
Augustus,undirected,Paulus,1
Peter,undirected,Simeon,1
Josef,undirected,Kevin,1
Halfdan,undirected,Svend Brinkmann,1
Johannes,undirected,Simons,1
Luther,undirected,Thomas,5
Luther,undirected,Nikolaus,1
Nikolaus,undirected,Paulus,1
Bob Dylan,undirected,Jesus Kristus,1
Bob Dylan,undirected,Satan,2
Gud,undirected,Satan,1
Anne,undirected,Halfdan Rasmussen,1
Anders,undirected,Halfdan Rasmussen,2
Frans,undirected,Paulus,1
Andersen,undirected,Frederik,2
Gud,undirected,Lewis,1
Nikolaj,undirected,helle,1
Moses,undirected,Signe,1
Lone,undirected,Paulus,1
Jakobs,undirected,Kain,2
Esajas,undirected,Kim,1
Claus,undirected,Djævelen,1
Claus,undirected,H.C . Andersens,1
Herren,undirected,Nate,1
Nate,undirected,Sam,2
Christian,undirected,Nate,2
Nate,undirected,Rachel Platten,1
Elisabeth,undirected,Rachel Platten,1
Elisabeth,undirected,Nate,1
Adolf Hitler,undirected,Martin Luther,1
Adolf Hitler,undirected,Teresa,1
Adam,undirected,Farao,2
Don Camillo,undirected,Peter,1
Rune,undirected,Storm P,1
Jonatan,undirected,Storm P,1
Jonatan,undirected,Noa,1
Djævelen,undirected,Jens,2
John,undirected,Signe,1
John,undirected,Storm P,1
Ruth,undirected,Storm P,1
Paulus,undirected,Zeus,6
Eva,undirected,Josefs,1
Mussolini,undirected,Odin,1
Justin Bieber,undirected,Kristus,2
Esajas,undirected,Ezekiel,2
Martha,undirected,Olsen,1
Satan,undirected,Simon af Kyrene,1
Nielsen,undirected,Poppo,1
Jakobs,undirected,Profeten,1
Nis Petersen,undirected,Steen Skovsgaard,2
Anna,undirected,Morten,1
Martin,undirected,Poul,3
Morten,undirected,Poul,1
H.C . Andersens,undirected,Morten,1
Dionysius,undirected,Kongen,2
Dionysius,undirected,Simon Peter,1
Dionysius,undirected,Jesus,3
Dionysius,undirected,Peter,1
Abraham,undirected,Jan,1
Kejser Augustus,undirected,Peter,3
Jesus,undirected,Mohamed Merah,1
Ben Hur,undirected,Mohamed Merah,1
Alexander,undirected,Ben Hur,1
Alexander,undirected,Peter,1
Aristoteles,undirected,Teresa,1
Aristoteles,undirected,Kaj Munk,1
David,undirected,Superman,1
Jonathan,undirected,Superman,1
Jonathan,undirected,Martha,3
Martha,undirected,Superman,1
Moses,undirected,Superman,1
Pilatus,undirected,Satan,1
. Andersens,undirected,Paulus,2
Bob Dylan,undirected,Djævelen,1
Kim,undirected,Kim Jong,1
Albert Schweitzer,undirected,Bach,3
Albert Schweitzer,undirected,Einstein,2
Albert Schweitzer,undirected,Paulus,2
Julemanden,undirected,Michael,1
Gandhi,undirected,Mark Twain,1
Mark Twain,undirected,Platon,1
Benjamin,undirected,Daniel,1
Ben Hur,undirected,Daniel,1
Adams,undirected,Ben Hur,1
Adams,undirected,Noa,2
Jesus,undirected,Truman,1
Obama,undirected,Truman,1
Tolderne,undirected,tolderen Levi,1
Levi,undirected,Messias,1
Augustin,undirected,Hannah Arendt,1
Per,undirected,Tommy,1
Filip,undirected,Hans Anker Jørgensen,1
Peter,undirected,Signe,3
Kain,undirected,Magnus,1
Lea,undirected,Magnus,1
Julemanden,undirected,Nikolaj,1
Nikolaj,undirected,Nikolaus,2
Jesus Kristus,undirected,Nikolaj,1
Ham Jesus,undirected,Mao,1
Knud,undirected,Martha,1
Andreas,undirected,Thomas,4
Jesu,undirected,Nathanael,2
Nathanael,undirected,Thomas,1
Iben Krogsdal,undirected,Nis Petersen,1
Bertil,undirected,Christian,1
Christian,undirected,Justin Bieber,1
Justin Bieber,undirected,Sara,1
Adam,undirected,Palle,1
Paulus,undirected,Pontius Pilatus,3
Brian,undirected,Stefanus,1
Maria,undirected,Nietzsche,1
Jens,undirected,Nietzsche,1
Josef,undirected,Romerne,1
Josef,undirected,Nathanael,1
Abraham,undirected,Zakæus,1
Abel,undirected,Holger Lissner,7
Alexander,undirected,Johannes,3
Bonhoeffer,undirected,Tim,1
Dietrich Bonhoeffer,undirected,Grundtvig,1
Luther,undirected,Magnus Malm,1
Andreas Mogensen,undirected,Ham Jesus,1
Jane,undirected,Kristus,1
Augustin,undirected,Henri Nouwen,1
Bjarne Lenau Henriksen,undirected,Kristus,2
Erik,undirected,Luther,1
Marianne,undirected,Martin Luther,1
Lone,undirected,Morten,2
Herodes,undirected,Rasmus Seebach,2
Jesus Kristus,undirected,Rasmus Seebach,1
Johannes Døber,undirected,Lukas,1
Herren,undirected,Mary,1
Adolf Hitler,undirected,Jesu,1
Jesus Kristus,undirected,Sonja,2
Morten,undirected,Per,1
Ingemann,undirected,Marianne,1
Digteren,undirected,Marianne,1
Grace,undirected,Paulus,1
Erik,undirected,Grace,1
Erik,undirected,Sarah,1
Mattias,undirected,Sarah,1
Hagar,undirected,Peter,1
Gud,undirected,Hagar,2
Mother Theresa,undirected,Paulus,1
Johannes,undirected,Mother Theresa,1
Farisæerne,undirected,Levi,1
Levi,undirected,Mattæus,3
Levi,undirected,Lukas,2
Astrid Lindgrens,undirected,Grundtvig,2
Astrid Lindgrens,undirected,Malin,3
Adam,undirected,Malin,3
Jesus,undirected,Malin,3
Lars Løkke,undirected,Lisbeth,1
Lars,undirected,Lars Løkke,1
Jesu,undirected,gartneren,1
Gunnar,undirected,Iben Krogsdal,1
Jacob,undirected,Steen Skovsgaard,1
Jørgensen,undirected,Nikolaj,1
Johannes,undirected,Jørgensen,3
Johannes,undirected,Robert,1
Luther,undirected,Robert,1
Frans af Assisi,undirected,Kristus,1
Martin Luther,undirected,Teresa,1
Abraham,undirected,Jonas,1
Isak,undirected,Rakel,1
Efraim,undirected,Jakob,1
Efraim,undirected,Jakobs,1
Jakobs,undirected,Søren Kierkegaard,1
Judas,undirected,Kierkegaard,1
Josef,undirected,Judas,1
Kristus,undirected,helle,1
Jomfru Maria,undirected,Kristus,1
Davids,undirected,John,2
Davids,undirected,John Merrick,2
John Merrick,undirected,Sonia Brandes,2
Jesus,undirected,Sonia Brandes,3
Davids,undirected,Moses,1
Peter,undirected,Piet Hein,1
Mathias,undirected,Messi,1
Helligånden,undirected,Kristus,4
Paulus,undirected,Sebastian,1
Gitte,undirected,Sebastian,1
Gitte,undirected,Søren Ulrik Thomsen,1
Sebastian,undirected,Søren Ulrik Thomsen,1
Krist,undirected,Paulus,1
Krist,undirected,Sebastian,1
Montgomery,undirected,William,1
Jesus Kristus,undirected,William,2
Dronningen,undirected,Joshua Bell,2
Kristus,undirected,Levi,3
Abraham,undirected,Bjarne Lenau Henriksen,4
Bjarne Lenau Henriksen,undirected,Tor Nørretranders,4
Bjarne Lenau Henriksen,undirected,Ejnar Mikkelsen,2
Ejnar Mikkelsen,undirected,Hagens,4
Ejnar Mikkelsen,undirected,Iver,16
Abels,undirected,Ejnar Mikkelsen,4
Ejnar Mikkelsen,undirected,Jesus Kristus,2
Hitler,undirected,Moses,1
Moses,undirected,Tage,1
Jeremias,undirected,Rasmus,1
Jesu,undirected,Muhammed,1
Dan Turell,undirected,Luther,2
Judas,undirected,Profeten Jeremias,1
Halfdan Rasmussen,undirected,Jeremias,1
Grundtvigs,undirected,Jeremias,1
Eva,undirected,Peter Jesus,1
Michael,undirected,Nikolaj,1
Balthazar,undirected,Nikolaj,2
Kasper,undirected,Nikolaj,1
Nicolaus,undirected,Nikolaj,2
Niels,undirected,Nikolaj,1
Knud,undirected,Niels,5
Erik,undirected,Niels,3
Nicolaus,undirected,Niels,3
Lucia,undirected,Nicolaus,2
Kejser Konstantin,undirected,Nicolaus,2
Erik,undirected,Nicolaus,5
Niels,undirected,Svend Brinkmann,2
Claus,undirected,Nicolaus,3
Claus,undirected,Niels,1
Kasper,undirected,Nicolaus,1
Jesus Kristus,undirected,Nicolaus,1
Claus,undirected,Jesus Kristus,3
Johannes Møllehave,undirected,Paulus,1
Herren,undirected,Profeten,2
Kristus,undirected,Philip Yancey,1
Abraham,undirected,Jacob,1
Moses,undirected,Salomon,2
Johannes Døberen,undirected,Larsen,1
Adam,undirected,Christian,2
Christian,undirected,Elias,12
Christian,undirected,Claus,20
Claus,undirected,Elias,4
Anton,undirected,Christian,2
Anton,undirected,Elias,2
Immanuel,undirected,Jeremias,1
Englene,undirected,Thor,1
Herren,undirected,Johannes Johansens,3
Johannes Johansens,undirected,Zakarias,2
Elisabeth,undirected,Johannes Døber,3
Herren,undirected,Johannes Johansen,1
Grethe,undirected,Hans Anker Jørgensen,3
Grundtvig,undirected,Inger,3
Inger,undirected,John,1
Abraham,undirected,Nietzsche,1
Kristus,undirected,Nathan,2
Paulus,undirected,Tony,1
Adam,undirected,Sigurd,1
Martin Luther,undirected,Sigurd,1
Jesus Kristus,undirected,Sigurd Barrett,2
Johannes Døber,undirected,Sigurd Barrett,1
Dronning Margrethe,undirected,Robert,1
Moses,undirected,Nikodemus,2
Jens,undirected,John,1
Jens,undirected,Zakarias,1
Johannes Døberen,undirected,Timotheus,1
Johannes Døberen,undirected,Sønnen,1
Kristi,undirected,Paulus,1
Allah,undirected,Johannes,3
Gustav,undirected,Thomas,4
Davids,undirected,Enken,1
Davids,undirected,Ruth,1
Boaz,undirected,Davids,1
Enken,undirected,Lukas,2
Andersen,undirected,Augustus,1
Abraham,undirected,Jomfru Maria,3
Jacob,undirected,Kingo,3
Allah,undirected,Herren,2
Gustav,undirected,Johannes,1
Augustin,undirected,Faderen,1
Allah,undirected,Salomon,1
Allah,undirected,Kristus,1
Daniel,undirected,Dronningen,2
Daniel,undirected,Peter den,2
Kong Herodes,undirected,Peter den,2
Jesus Kristus,undirected,Ve,1
Paulus,undirected,Ve,2
Jonas,undirected,Krist,1
Jesu,undirected,Johannes Døberen,3
Kristus,undirected,Ruth,1
Eva,undirected,Martin Luther,1
Grundtvig,undirected,Kirkefaderen Augustin,1
Isis,undirected,Muhammed,1
Jakob,undirected,Knud,4
Englene,undirected,Herodes,3
Julemanden,undirected,Nicolaus,2
Claus,undirected,Julemanden,1
Immanuel,undirected,Nikolaus,1
Nicolaus,undirected,Nikolaus,1
Immanuel,undirected,Julemanden,1
Nicolaus,undirected,Sankt Peter,1
Douglas,undirected,Elias,5
Dan,undirected,Kejser Konstantin,1
Faderen,undirected,Trille,1
Muhammed,undirected,Odin,1
Harald Blåtand,undirected,Svend Brinkmann,1
Immanuel,undirected,Jens,1
Davids,undirected,Eva,1
Hitler,undirected,Marius Fiil,1
Blicher,undirected,Marius Fiil,1
Blicher,undirected,Herren,2
Adam,undirected,Englen,6
Adams,undirected,Englen,6
Adams,undirected,Kong David,2
Adams,undirected,Jesus Kristus,5
Isis,undirected,Jesu,1
Amos,undirected,Jeremias,1
Gustav,undirected,Martha,1
Benny Andersen,undirected,Martha,1
Herren,undirected,Hitler,1
Hitler,undirected,Martin Luther,1
Kaj Munk,undirected,Martin Luther,1
Johannes Døberen,undirected,Rasmus Seebach,1
Isis,undirected,Kristus,1
Cranach,undirected,Martin Luthers,1
Cranach,undirected,Martin Luther,4
Martin Luther,undirected,Philip Yancey,1
Cranach,undirected,Philip Yancey,1
Jakob Knudsen,undirected,Luther,1
Jakob Knudsen,undirected,Martin Luther,1
Martin,undirected,munken,2
Martin,undirected,Philip Yancey,1
Jonas,undirected,Philip Yancey,1
Jonas,undirected,Martin Luthers,1
Lars von Triers,undirected,Martin Luthers,1
Lars von Triers,undirected,Martin,1
Martin,undirected,fru Hansen,1
Hans Anker Jørgensen,undirected,fru Hansen,1
Hans Anker Jørgensen,undirected,Martin,1
Nietzsche,undirected,Søren Brun,1
Daniel,undirected,Martin A . Hansen,1
Daniel,undirected,Jacobs,1
Jacobs,undirected,Jakob,2
Don Camillo,undirected,Judas,2
Ole,undirected,Vismændene,1
Kristus,undirected,Vismændene,1
Siger Jesus,undirected,Stefanus,2
Dronning Margrethe,undirected,Elisabeth,1
Elisabeth,undirected,Mao,1
Kristus,undirected,kongers,1
Saddam,undirected,kongers,1
Assad,undirected,Saddam,1
Assad,undirected,Paulus,1
Isis,undirected,Menneskesønnen,1
Augustin,undirected,Marias,1
Grundtvig,undirected,Immanuel,2
Augustin,undirected,Immanuel,1
Kristus,undirected,Talsmanden,1
Jeremias,undirected,Talsmanden,1
Faderen,undirected,Jørgensen,1
Jørgensen,undirected,Robert,1
Odin,undirected,Paulus,1
Paulus,undirected,Peter den,1
Lucy,undirected,Peter,2
Adam,undirected,Edmund,1
Edmund,undirected,Eva,1
Aslan,undirected,Edmund,5
Lars Busk Sørensen,undirected,Lazarus,4
Salomo,undirected,Siger Jesus,2
Farisæerne,undirected,Paulus,1
Kristus,undirected,Simon af Kyrene,1
Jacobs,undirected,Simon,1
Astrid Lindgren,undirected,Mattæus,1
Jesus Kristus,undirected,Levi,2
Emil,undirected,Jesus Kristus,1
Esau,undirected,Kristus,1
Levi,undirected,Marie Magdalene,1
Ham Jesus,undirected,Margrethe,1
Kristus,undirected,Martha,1
Karl Marx,undirected,Lis,1
Hans Anker Jørgensen,undirected,Lis,1
Christian,undirected,Ham Jesus,2
Balder,undirected,Kristus,2
Balder,undirected,Jesus,5
John Nash,undirected,Nathanael,2
Alicia,undirected,John Nash,10
Alicia,undirected,John,4
Grundtvig,undirected,Laban,2
Grundtvig,undirected,Jakobs,2
Faderen,undirected,Møller,1
Margrethe,undirected,Paulus,1
Enken,undirected,Søren Kierkegaard,2
fru Hansen,undirected,skolelæreren,1
Johannes Døber,undirected,Kristus,5
Harald Blåtand,undirected,Johannes Døber,1
Daniel,undirected,Menneskesønnen,1
Anders Behring Breivik,undirected,Hitler,2
Hitler,undirected,Jonas,1
Jonas,undirected,Søren Kierkegaard,1
Nis Petersen,undirected,Sophus,1
Nielsen,undirected,Sophus,4
Nielsen,undirected,Noa,3
Jakob Knudsen,undirected,Noa,1
Gud,undirected,Jakob Knudsen,1
Johannes Døbers,undirected,Messias,1
Henrik,undirected,Josef,1
Ingrid,undirected,Stefanus,2
Jesper,undirected,Stefanus,2
Clara,undirected,Grundtvig,1
Emil,undirected,Selma Lagerlöf,1
Emil,undirected,Maria,3
Josef,undirected,englen Gabriel,1
Gabriel,undirected,Kristus,1
Hitler,undirected,Kaj Munk,10
Kaj Munk,undirected,Mussolini,5
Eli,undirected,Ham Jesus,1
Herren,undirected,Samuel,1
Herren,undirected,Sam,3
Hitler,undirected,Kaj Munks,1
Kaj Munks,undirected,Mussolini,1
Moses,undirected,Silas,1
Kristian,undirected,Mathias,1
Kristian,undirected,Sofie,1
Herren,undirected,Sofie,1
Herren,undirected,Michelangelo,1
Michelangelo,undirected,Paulus,1
Kjeld Holm,undirected,Lazarus,1
Adam,undirected,Kjeld Holm,1
August,undirected,Augustus,2
Augustus,undirected,David,2
Johannes,undirected,Sankt Peter,1
Godsforvalteren,undirected,Robin Hood,1
Godsforvalteren,undirected,Lukas,1
Albert Einstein,undirected,Titus,1
Lukas,undirected,Muhammed,2
Grundtvig,undirected,Søren Kierkegaards,1
Djævelen,undirected,Ida,1
Jesu,undirected,Søren Kierkegaard,1
Julie,undirected,Nora,1
Søren Kierkegaards,undirected,Zakarias,1
Moses,undirected,Søren Kierkegaards,1
Kristus,undirected,Noa,1
Adams,undirected,Salomon,1
Kong Davids,undirected,Salomon,2
Jørgensen,undirected,Sand,1
Adams,undirected,Sand,1
Luther,undirected,Stefanus,3
Allah,undirected,Sønnen,1
Maria,undirected,Peters,3
Maria,undirected,Mirjam,14
Mirjam,undirected,Moses,4
Herren,undirected,Mirjam,2
Lars von Triers,undirected,Maria,2
Lars von Triers,undirected,Luther,4
Grib,undirected,Paulus,1
Elias,undirected,Herren Jesus,1
Birger,undirected,Mattæus,2
Birger,undirected,skolelæreren,2
Birger,undirected,Kingo,1
Johannes V . Jensen,undirected,Steffen Brandt,2
Kristus,undirected,Samuel,1
Dan,undirected,Kong Herodes,1
Kong Herodes,undirected,Stefanus,1
Herodes,undirected,Selma Lagerlöf,1
Maria,undirected,Selma Lagerlöf,1
Kristus,undirected,Selma Lagerlöf,3
Abrahams,undirected,Selma Lagerlöf,1
Abrahams,undirected,Josef,2
Jeremias,undirected,Josef,2
Abrahams,undirected,Matthæus,4
Abraham,undirected,Benjamin,1
Salomon,undirected,Selma Lagerlöf,1
Bent Falk,undirected,Satan,2
Gus,undirected,Jesus Kristus,3
Peter,undirected,Peter Madsens,1
Arne Haugen Sørensen,undirected,Peter,2
Jobs,undirected,Mariæ,2
Gud,undirected,Sara,1
Kristus,undirected,Oskar,1
Oskar,undirected,Paulus,1
Jakobs,undirected,Mika,2
Adam,undirected,Mika,1
Eva,undirected,Mika,2
Herren,undirected,Mika,1
Herren,undirected,Klaus,1
Kristus,undirected,Steffen Brandt,2
Andersen,undirected,Pave Frans,1
Frans af Assisi,undirected,Pave Frans,1
Andersen,undirected,Paven,1
Herren,undirected,Stein Bagger,1
Larsen,undirected,Luther,2
Bastian,undirected,Grundtvig,2
Grundtvig,undirected,Noa,3
Djævlen,undirected,Judas,2
David,undirected,Karl Barth,1
Karl Barth,undirected,Lise,1
David,undirected,Lise,1
Davids,undirected,Peter,2
Karl Barth,undirected,Kristus,1
Filip,undirected,Silas,2
Djævelen,undirected,Liam,1
Liam,undirected,Mark Twain,2
Marias,undirected,Sofie,1
Hans Anker Jørgensen,undirected,Jomfru Maria,1
Grundtvig,undirected,Messias,1
Stefanus,undirected,Vinci,1
Saul,undirected,Stefanus,1
Lindhardt,undirected,Mattæus,2
Jesus Krist,undirected,Kristus,1
Kristus,undirected,Lars Sandbeck,1
Johannes Johansen,undirected,Kristus,2
Mariæ,undirected,Noah,1
Moses,undirected,Noah,3
Timothy Keller,undirected,Zakarias,1
Josva,undirected,Zakarias,3
