Id,Label,timeset,Degree,Weighted Degree,Eccentricity,closnesscentrality,harmonicclosnesscentrality,betweenesscentrality,Authority,Hub,modularity_class,pageranks,componentnumber,clustering,triangles,eigencentrality
Messi,,,10,10,4,0.445353,0.464942,35.422912,0.007863,0.007863,4,0.000761,0,0.266667,12,0.040167
Tomas Espedal,,,3,3,5,0.341505,0.352031,0.816102,0.001172,0.001172,3,0.000394,0,0,0,0.006057
Karl Marx,,,26,27,4,0.478817,0.5,675.356422,0.022581,0.022581,3,0.001633,0,0.323077,105,0.114393
Douglas,,,3,4,5,0.342873,0.354257,0.744867,0.001325,0.001325,3,0.000393,0,0,0,0.00683
Samson,,,10,10,4,0.403639,0.427935,19.97948,0.006169,0.006169,3,0.000733,0,0.244444,11,0.031322
Anne Sofie Seidelin,,,31,37,4,0.476531,0.501391,271.13212,0.021812,0.021812,3,0.001738,0,0.217204,101,0.110574
Grethe,,,21,23,4,0.470173,0.490818,128.968376,0.017029,0.017029,3,0.001262,0,0.266667,56,0.08609
Vismændene,,,26,35,4,0.456903,0.483166,19.738923,0.028698,0.028698,1,0.001294,0,0.56,182,0.139252
Digteren,,,23,24,4,0.428163,0.457846,64.335682,0.012584,0.012584,3,0.001286,0,0.110672,28,0.063637
Alice,,,12,12,4,0.451054,0.471202,159.654523,0.008542,0.008542,3,0.000998,0,0.19697,13,0.044046
Dora,,,4,4,5,0.346443,0.359961,3.884703,0.001112,0.001112,3,0.0006,0,0,0,0.006093
Maggie,,,3,3,4,0.440118,0.457012,46.060689,0.004926,0.004926,3,0.000462,0,0.333333,1,0.025456
Joy,,,8,8,4,0.44109,0.460629,3.741904,0.007105,0.007105,3,0.000616,0,0.428571,12,0.03606
Elin,,,2,2,5,0.361715,0.37749,0,0.002528,0.002528,4,0.000329,0,1,1,0.012258
Michael Falch,,,16,19,4,0.462191,0.482193,47.200921,0.018303,0.018303,3,0.000974,0,0.491667,59,0.090779
René Pamperin,,,8,10,4,0.440765,0.460211,5.268407,0.005819,0.005819,4,0.000623,0,0.25,7,0.030233
Josefine,,,15,17,4,0.428776,0.453673,39.811762,0.010794,0.010794,1,0.000957,0,0.247619,26,0.054151
Mahmoud,,,4,4,5,0.34209,0.353561,5.597454,0.000883,0.000883,3,0.000478,0,0,0,0.00496
Paven,,,18,25,4,0.472397,0.490818,227.208051,0.016564,0.016564,3,0.001158,0,0.333333,51,0.084451
Talsmanden,,,15,17,4,0.465785,0.48414,11.682252,0.017528,0.017528,4,0.000899,0,0.52381,55,0.087815
Aristoteles,,,16,21,4,0.434688,0.459933,137.340484,0.009687,0.009687,3,0.001119,0,0.191667,23,0.049708
Kongen,,,31,38,4,0.480353,0.503895,746.428925,0.026306,0.026306,3,0.001915,0,0.286022,133,0.132392
Dommeren,,,11,12,4,0.450715,0.470228,15.286074,0.010438,0.010438,3,0.000746,0,0.381818,21,0.052899
Don Camillo,,,8,9,5,0.413674,0.436617,1.939251,0.007689,0.007689,3,0.000589,0,0.535714,15,0.038285
drot,,,13,13,4,0.449025,0.470089,26.643434,0.00969,0.00969,3,0.000849,0,0.230769,18,0.049239
Iver,,,2,3,5,0.346644,0.358347,0.221935,0.00115,0.00115,3,0.000349,0,0,0,0.005872
Zeus,,,13,14,5,0.417713,0.443294,15.821092,0.009653,0.009653,3,0.000849,0,0.25641,20,0.048251
Clinton,,,11,14,4,0.389214,0.413328,28.829969,0.00456,0.00456,3,0.000791,0,0.109091,6,0.023713
Liam,,,5,5,5,0.351939,0.366917,2.614833,0.001805,0.001805,3,0.000495,0,0.2,2,0.009489
Timotheus,,,17,21,4,0.467239,0.486644,558.31837,0.018801,0.018801,3,0.00114,0,0.367647,50,0.094053
Johansen,,,5,6,5,0.385954,0.406288,4.678515,0.003424,0.003424,4,0.000501,0,0.2,2,0.017225
Profeten,,,35,46,4,0.475774,0.502782,170.530629,0.027029,0.027029,3,0.001832,0,0.240336,143,0.135175
Peter Plys,,,24,40,4,0.475774,0.496522,52.150073,0.029059,0.029059,1,0.001247,0,0.554348,153,0.142884
Ezekiel,,,25,34,4,0.474643,0.496522,387.278906,0.024438,0.024438,3,0.00147,0,0.37,111,0.121613
Bjarne,,,17,22,4,0.460769,0.481636,50.637978,0.017141,0.017141,3,0.001014,0,0.367647,50,0.085403
Steen Skovsgaard,,,11,11,4,0.457601,0.475654,14.929501,0.011789,0.011789,3,0.00077,0,0.490909,27,0.059544
Hanna/Hannah,,,17,25,4,0.469068,0.487618,12.750495,0.020099,0.020099,1,0.000963,0,0.5,68,0.099818
Ismael,,,6,12,4,0.409433,0.43044,7.067531,0.004196,0.004196,3,0.00054,0,0.466667,7,0.021688
Nora,,,7,7,4,0.446016,0.464246,2.815764,0.008766,0.008766,3,0.000547,0,0.47619,10,0.043917
Hannah Arendt,,,16,19,5,0.431556,0.457485,24.756145,0.012313,0.012313,3,0.000959,0,0.275,33,0.061711
Kirsten,,,17,19,4,0.45586,0.477462,29.101226,0.012636,0.012636,3,0.001001,0,0.308824,42,0.064359
Mia,,,9,9,4,0.361497,0.380217,51.002215,0.001833,0.001833,3,0.000814,0,0.055556,2,0.010473
Benjamin,,,24,28,4,0.472397,0.494018,318.696427,0.014045,0.014045,3,0.001612,0,0.177536,49,0.073029
Bruce,,,17,19,4,0.463622,0.483584,69.42316,0.013078,0.013078,3,0.001046,0,0.25,34,0.066629
Thor,,,23,38,4,0.466511,0.489427,338.951061,0.01202,0.01202,3,0.001512,0,0.181818,46,0.06316
Trine,,,10,15,4,0.403096,0.426962,44.736821,0.00449,0.00449,3,0.000781,0,0.133333,6,0.023616
Bob Dylan,,,11,11,4,0.436907,0.458542,129.864136,0.011351,0.011351,4,0.000823,0,0.381818,21,0.056354
Jonathan/Jonatan,,,24,35,4,0.47277,0.494435,44.212466,0.023037,0.023037,4,0.001302,0,0.391304,108,0.114835
Mao Zedong,,,36,65,4,0.485413,0.510295,41.805848,0.042758,0.042758,7,0.001699,0,0.565079,356,0.20968
Grosbøll,,,8,9,4,0.423322,0.44463,58.875445,0.006843,0.006843,3,0.000681,0,0.214286,6,0.034365
Mozart,,,11,11,4,0.428776,0.451447,43.63149,0.008958,0.008958,1,0.000816,0,0.272727,15,0.044798
Aastrup,,,16,21,4,0.465062,0.48414,39.638386,0.017326,0.017326,7,0.00098,0,0.475,57,0.086383
Ellen,,,5,5,4,0.434058,0.452838,2.825035,0.003883,0.003883,3,0.00052,0,0.4,4,0.020408
Guido,,,4,4,4,0.439472,0.457012,48.675054,0.005545,0.005545,3,0.0005,0,0.333333,2,0.028216
Scott,,,3,4,5,0.380801,0.399332,0.266842,0.002896,0.002896,3,0.000381,0,0.666667,2,0.014473
Montgomery,,,8,8,5,0.376493,0.397524,18.368538,0.003984,0.003984,4,0.000652,0,0.035714,1,0.020068
Mack,,,3,4,5,0.367936,0.384307,0.469751,0.00239,0.00239,3,0.00038,0,0,0,0.011865
Harald Blåtand,,,9,16,4,0.444692,0.463829,56.116865,0.007024,0.007024,3,0.000718,0,0.361111,13,0.036165
Poppo,,,6,13,4,0.349068,0.363662,7.059648,0.001144,0.001144,3,0.000585,0,0.133333,2,0.006789
Vinci,,,13,14,5,0.405003,0.430774,24.095162,0.006975,0.006975,3,0.000853,0,0.192308,15,0.035604
Yahya Hassan,,,7,7,4,0.376493,0.396912,33.450527,0.003089,0.003089,3,0.000622,0,0.142857,3,0.016138
Bertil,,,4,4,4,0.368615,0.385364,601.247778,0.001936,0.001936,3,0.000778,0,0,0,0.009984
Uffe,,,1,1,5,0.269456,0.276099,0,0.000026,0.000026,3,0.000418,0,0,0,0.000278
Mussolini,,,5,7,5,0.398802,0.419644,7.218999,0.003091,0.003091,7,0.000514,0,0.2,2,0.016123
Anders Lund Madsen,,,9,9,4,0.451054,0.469393,20.980017,0.008647,0.008647,3,0.000692,0,0.361111,13,0.044248
Batman,,,7,7,4,0.43915,0.458403,12.214107,0.005199,0.005199,3,0.000649,0,0.238095,5,0.027084
munken,,,10,12,4,0.445353,0.465359,15.963264,0.007164,0.007164,3,0.000739,0,0.288889,13,0.037133
Lars Løkke,,,21,23,3,0.473144,0.492766,155.832174,0.014322,0.014322,3,0.001322,0,0.214286,45,0.073913
kejserens,,,18,26,4,0.457252,0.47941,203.891378,0.012413,0.012413,3,0.001171,0,0.228758,35,0.063421
Kronos,,,3,3,4,0.433744,0.451447,0,0.004462,0.004462,3,0.000374,0,1,3,0.022794
Johannes Vig,,,9,10,5,0.397478,0.421174,13.412007,0.006475,0.006475,4,0.000679,0,0.222222,8,0.032277
Assad,,,16,19,4,0.445685,0.468837,39.441404,0.012268,0.012268,3,0.000991,0,0.275,33,0.062049
Kong Midas,,,3,4,5,0.335762,0.345075,1.479094,0.000844,0.000844,3,0.000407,0,0,0,0.004498
Sam,,,17,18,4,0.425729,0.452142,124.689143,0.007346,0.007346,3,0.001262,0,0.147059,20,0.038504
Pinocchio,,,4,4,4,0.409713,0.429605,2.102954,0.004419,0.004419,3,0.000437,0,0.5,3,0.022285
Dante,,,2,2,5,0.330028,0.338258,0.510256,0.000516,0.000516,3,0.000358,0,0,0,0.002831
Lot,,,10,11,4,0.398007,0.421814,35.580342,0.005627,0.005627,3,0.000767,0,0.311111,14,0.028509
Silas,,,12,14,4,0.454132,0.473567,57.013953,0.010952,0.010952,3,0.000853,0,0.348485,23,0.055774
Siri Hustvedt,,,6,6,5,0.364134,0.382081,15.773956,0.002278,0.002278,3,0.000589,0,0.066667,1,0.011897
Dorthe,,,5,5,4,0.368842,0.386477,2.801051,0.002375,0.002375,3,0.000491,0,0,0,0.012511
Sigurd,,,13,18,4,0.459356,0.478019,30.832116,0.013016,0.013016,4,0.000927,0,0.358974,28,0.065754
Eske Willerslev,,,7,8,4,0.438507,0.457846,24.463832,0.005533,0.005533,3,0.000617,0,0.333333,7,0.028571
Ingrid Betancourt,,,3,3,5,0.384961,0.404341,4.940861,0.003473,0.003473,3,0.000422,0,0.333333,1,0.017089
Søren Brun,,,6,12,4,0.35381,0.369644,7.898627,0.001735,0.001735,3,0.000576,0,0.2,3,0.009217
Urias,,,22,39,4,0.460061,0.483723,135.735754,0.017937,0.017937,3,0.001291,0,0.324675,75,0.090484
Birger,,,6,7,4,0.442393,0.46049,4.038187,0.007057,0.007057,1,0.000517,0,0.466667,7,0.035731
Benny,,,6,6,5,0.375784,0.395854,5.133885,0.003324,0.003324,3,0.000533,0,0,0,0.016861
Sofus/Sophus,,,13,18,4,0.463622,0.481497,5.913533,0.014654,0.014654,3,0.000794,0,0.487179,38,0.073523
Tornerose,,,7,9,4,0.357399,0.374374,14.805531,0.001812,0.001812,3,0.000667,0,0,0,0.010072
Janus,,,8,9,5,0.423322,0.44552,13.885174,0.007376,0.007376,3,0.00064,0,0.285714,8,0.037221
Adolf Eichmann,,,17,20,4,0.456555,0.478158,11.586774,0.016722,0.016722,4,0.000948,0,0.441176,60,0.082635
Solveig,,,4,6,5,0.372744,0.390428,3.676094,0.002096,0.002096,3,0.000451,0,0,0,0.010901
Mie,,,13,13,4,0.444362,0.466055,87.858697,0.006113,0.006113,3,0.000955,0,0.115385,9,0.032453
Grace,,,10,13,4,0.387702,0.410963,10.507676,0.00572,0.00572,3,0.000699,0,0.177778,8,0.028773
Elsa,,,7,8,4,0.437226,0.456316,623.466362,0.004513,0.004513,3,0.000882,0,0.190476,4,0.023695
Rafi,,,2,2,4,0.430316,0.44783,3.249687,0.002799,0.002799,7,0.000351,0,0,0,0.014724
Iselin,,,4,5,4,0.351732,0.365748,2.723222,0.00161,0.00161,3,0.000449,0,0.166667,1,0.008404
Thomas Kluge,,,5,5,4,0.451394,0.467168,0.284398,0.007848,0.007848,3,0.000459,0,0.7,7,0.039989
Randi,,,3,3,4,0.430935,0.448943,9.111907,0.002867,0.002867,2,0.000425,0,0,0,0.015212
Caspar,,,13,17,5,0.40776,0.433278,35.701133,0.007188,0.007188,3,0.000915,0,0.166667,13,0.036616
Carl Nielsen,,,10,12,5,0.404456,0.428408,54.822445,0.006739,0.006739,3,0.000818,0,0.155556,7,0.033748
Blicher,,,10,10,4,0.450038,0.468976,24.834592,0.008101,0.008101,3,0.000803,0,0.288889,13,0.041956
Thorvaldsen,,,11,11,4,0.451054,0.470646,15.842426,0.009496,0.009496,3,0.000792,0,0.345455,19,0.04845
Superman,,,6,6,4,0.436271,0.455064,3.162777,0.004867,0.004867,3,0.000551,0,0.4,6,0.025304
Hagar,,,9,11,4,0.409153,0.432387,11.131513,0.007173,0.007173,3,0.000671,0,0.416667,15,0.036065
Tiggeren,,,6,7,4,0.439472,0.457986,4.740588,0.005777,0.005777,4,0.000579,0,0.466667,7,0.029728
Nemo,,,3,3,4,0.354019,0.367835,1.390799,0.001873,0.001873,5,0.000389,0,0,0,0.009267
Lars Sandbeck,,,5,6,5,0.344451,0.358069,8.671488,0.001115,0.001115,3,0.000553,0,0.1,1,0.006195
Ole Sarvig,,,8,11,4,0.410555,0.432944,5.89324,0.006587,0.006587,3,0.00062,0,0.321429,9,0.032964
Bob,,,9,9,4,0.438507,0.45882,17.860625,0.010041,0.010041,3,0.000673,0,0.472222,17,0.050511
Sonja/Sonia,,,19,23,4,0.471282,0.49054,10.161344,0.023123,0.023123,3,0.001035,0,0.578947,99,0.114802
Vera,,,6,7,5,0.387451,0.408653,3.387362,0.004757,0.004757,3,0.000536,0,0.2,3,0.023566
Kim Jong,,,6,6,4,0.366585,0.384391,12.217227,0.00263,0.00263,3,0.000579,0,0.133333,2,0.013575
Oliver,,,9,9,4,0.379835,0.401224,11.885416,0.003328,0.003328,3,0.000683,0,0.166667,6,0.017924
Rachel Platten,,,7,8,4,0.437865,0.456873,628.312981,0.003421,0.003421,3,0.000947,0,0.142857,3,0.018617
Primo Levi,,,4,6,5,0.379354,0.398776,0.330161,0.003763,0.003763,2,0.000416,0,0.5,3,0.018694
Emily,,,4,4,5,0.355912,0.370812,7.738666,0.00167,0.00167,3,0.000473,0,0.166667,1,0.008672
Rafael,,,6,6,5,0.367259,0.385559,8.421017,0.00238,0.00238,3,0.000578,0,0.266667,4,0.012547
Jack,,,5,5,4,0.436271,0.454786,22.141135,0.003748,0.003748,3,0.000517,0,0.3,3,0.019864
Luke,,,6,6,5,0.359328,0.376516,7.233017,0.002329,0.002329,3,0.00055,0,0,0,0.012008
Kejser Konstantin,,,27,38,4,0.474643,0.497496,34.118471,0.025791,0.025791,4,0.001393,0,0.407407,143,0.128471
Akaz,,,4,4,5,0.356124,0.371647,0.403463,0.003049,0.003049,1,0.000418,0,0.333333,2,0.014829
Truman,,,2,3,5,0.348053,0.360239,0.30395,0.001333,0.001333,5,0.000347,0,0,0,0.006599
Springsteen,,,5,5,5,0.380317,0.400445,0.773239,0.004016,0.004016,3,0.000457,0,0.2,2,0.019953
Nicolaus/Nikolaus,,,12,16,4,0.457951,0.476628,3.857368,0.015184,0.015184,4,0.000749,0,0.666667,44,0.075593
Balder,,,7,8,4,0.457601,0.473428,5.797778,0.0109,0.0109,1,0.00055,0,0.666667,14,0.054901
Timothy Keller,,,7,7,5,0.376967,0.397245,6.354652,0.003641,0.003641,3,0.000581,0,0.095238,2,0.018552
Jepsen,,,3,3,5,0.375313,0.393907,0.168598,0.002326,0.002326,3,0.000389,0,0.666667,2,0.011911
Adriana,,,1,1,4,0.429083,0.44616,0,0.002654,0.002654,0,0.000294,0,0,0,0.013887
Stéphane Hessel,,,1,2,4,0.429083,0.44616,0,0.002654,0.002654,0,0.000294,0,0,0,0.013887
Max,,,7,7,5,0.390737,0.41241,5.838213,0.005433,0.005433,3,0.00056,0,0.238095,5,0.026882
Mohamed Merah,,,2,2,5,0.339185,0.349527,0.236252,0.001074,0.001074,3,0.000349,0,0,0,0.005289
Albert Göring,,,1,1,5,0.324134,0.331914,0,0.00048,0.00048,1,0.000296,0,0,0,0.00239
Coco,,,1,1,5,0.30437,0.311324,0,0.000061,0.000061,3,0.000358,0,0,0,0.000465
Kevin,,,7,9,4,0.379594,0.40039,11.387149,0.004239,0.004239,4,0.000588,0,0.047619,1,0.02118
Joe Hill,,,3,3,5,0.335762,0.345632,1.79905,0.000666,0.000666,3,0.000425,0,0,0,0.003745
Mynster,,,2,3,5,0.350088,0.362743,1.09833,0.001198,0.001198,3,0.00036,0,0,0,0.006099
Pocahontas,,,1,1,5,0.327681,0.334085,0,0.000306,0.000306,3,0.000302,0,0,0,0.001686
Regine,,,3,4,5,0.354228,0.36803,0.247076,0.001974,0.001974,3,0.000378,0,0.333333,1,0.009849
Faust,,,4,4,4,0.424221,0.443378,0,0.007146,0.007146,5,0.000408,0,1,6,0.035308
John Merrick,,,2,6,5,0.340728,0.35064,8.020981,0.000842,0.000842,3,0.000421,0,0,0,0.004349
Søren Huss,,,4,4,4,0.437865,0.45562,1.080406,0.005596,0.005596,4,0.000419,0,0.5,3,0.028279
Bileam,,,4,10,4,0.448353,0.464246,598,0.005585,0.005585,9,0.000725,0,0.5,3,0.028858
Balak,,,1,4,5,0.309721,0.315693,0,0.000075,0.000075,9,0.000405,0,0,0,0.000517
Dana,,,1,1,5,0.372281,0.388898,0,0.002001,0.002001,1,0.000289,0,0,0,0.009794
Nate,,,1,1,5,0.30468,0.311603,0,0.000046,0.000046,3,0.000366,0,0,0,0.000406
Dionysius,,,1,1,5,0.324661,0.331775,0,0.000354,0.000354,3,0.000303,0,0,0,0.00188
Malin,,,2,3,5,0.341895,0.352449,0,0.001194,0.001194,4,0.000337,0,1,1,0.006016
Sonia Brandes,,,4,5,5,0.331489,0.341597,9.862706,0.000567,0.000567,3,0.000606,0,0,0,0.003378
John Nash,,,1,2,5,0.24479,0.249082,0,0.000003,0.000003,3,0.000483,0,0,0,0.000173
Chavez,,,1,1,5,0.389974,0.408375,0,0.002257,0.002257,3,0.00029,0,0,0,0.011337
Anna Tuedatter,,,1,2,5,0.310685,0.319699,0,0.000236,0.000236,3,0.000305,0,0,0,0.001314
Per Smed,,,2,4,5,0.322563,0.33044,0,0.000302,0.000302,3,0.000374,0,1,1,0.001838
Lars Husum,,,2,2,5,0.337465,0.347969,0,0.000806,0.000806,4,0.000343,0,1,1,0.004221
Stig Weye,,,8,8,4,0.444692,0.463689,6.464129,0.009444,0.009444,4,0.000625,0,0.571429,16,0.046935
